"","X","x_TRUE","Temperature","TempError","y_TRUE","D47error","D47","Material"
"1",1,14.5669495504274,14.5989214558314,0.0319719054040353,0.795220480180473,-0.000838011597739334,0.794382468582734,1
"2",2,13.0809213618465,13.0862957890802,0.00537442723371136,0.794684968708143,0.00968441853060573,0.804369387238749,1
"3",3,14.6287258962255,14.665468431464,0.0367425352384422,0.8142351101751,-0.000489497972434843,0.813745612202665,1
"4",4,6.79716742221948,6.98333665178816,0.186169229568677,0.530369165808808,-0.00287341417027633,0.527495751638532,1
"5",5,14.8875797473397,14.6356245865953,-0.251955160744382,0.801243232955619,0.00316552096653617,0.804408753922155,1
"6",6,15.1047810913868,14.8427650573515,-0.262016034035282,0.831243542853355,-0.00136046390200232,0.829883078951352,1
"7",7,11.751782462407,11.8787919596981,0.127009497291047,0.715514628708023,0.00336136614187759,0.7188759948499,1
"8",8,12.3034619338307,12.4338623231024,0.130400389271606,0.722130459764094,-0.0114195184190524,0.710710941345041,1
"9",9,15.9263525856335,15.8129764053655,-0.113376180267958,0.888168282144884,-0.00747980973854239,0.880688472406342,1
"10",10,13.2915270410396,13.2080442658973,-0.0834827751423964,0.722755319363643,0.00333643122528832,0.726091750588931,1
"11",11,11.8204747451646,11.7212993081915,-0.0991754369731591,0.696390510909088,-0.000278249863786982,0.696112261045301,1
"12",12,12.5618378022338,12.3974349429212,-0.16440285931264,0.759950289112114,0.00473630660483126,0.764686595716946,1
"13",13,16.0417375724131,16.0305682297087,-0.011169342704422,0.847711962690187,0.00430018048950103,0.852012143179688,1
"14",14,13.4923169891058,13.4833947989844,-0.00892219012145348,0.770653061237739,0.00511501542991221,0.775768076667651,1
"15",15,13.2545726271384,13.1349935727575,-0.119579054380893,0.73364209767054,-0.0055226216076063,0.728119476062933,1
"16",16,12.3915624054294,12.270386239608,-0.121176165821397,0.769574324769393,-0.000499283433036765,0.769075041336357,1
"17",17,9.0312572396055,8.89320008284892,-0.138057156756578,0.570864983823882,-0.00513932729269909,0.565725656531183,1
"18",18,11.1812673799089,11.3610193384921,0.179751958583209,0.662719331520343,-0.00771559925981369,0.65500373226053,1
"19",19,8.95926313298353,8.73715514725976,-0.222107985723769,0.594596692498818,0.000829799155005623,0.595426491653824,1
"20",20,13.0820093884844,13.2841728851976,0.202163496713234,0.743194998425277,-0.00452872655383464,0.738666271871443,1
"21",21,9.49953842230106,9.74203743043476,0.242499008133701,0.609240305652274,-0.00618333164914575,0.603056974003128,1
"22",22,13.1350620186952,13.1843391843221,0.0492771656268218,0.75141445539102,0.00681995626090752,0.758234411651927,1
"23",23,15.5542868340835,15.5478565693952,-0.00643026468831429,0.825339590770176,-0.0132970359000365,0.81204255487014,1
"24",24,10.53546500234,10.6700821124195,0.13461711007945,0.677423870932955,0.00797939799014298,0.685403268923098,1
"25",25,10.4215927152317,10.4253082909575,0.00371557572581491,0.643962434385032,-0.00528513177488055,0.638677302610151,1
"26",26,10.9291031364969,10.7988923348536,-0.1302108016433,0.669036950125448,0.0061037504854781,0.675140700610926,1
"27",27,16.5957860409326,16.8751543669418,0.279368326009239,0.886298418792335,-0.0103405837879052,0.87595783500443,1
"28",28,13.2860560415983,13.3184528868112,0.0323968452128167,0.775269870990987,0.0116056877519214,0.786875558742909,1
"29",29,12.1999700526009,12.1021052513124,-0.0978648012885906,0.699095952503295,-0.00486449996168834,0.694231452541607,1
"30",30,9.59082524975003,9.60261721367815,0.0117919639281149,0.597086155283125,0.00298266520040262,0.600068820483527,1
"31",31,8.65882795719934,8.55496016015124,-0.103867797048095,0.588490091818863,0.0055916137280608,0.594081705546924,1
"32",32,13.6662240489633,13.2234570079486,-0.442767041014705,0.763556044585591,0.00662268329152704,0.770178727877118,1
"33",33,8.88667634168497,8.74075471901098,-0.145921622673987,0.591888447934374,0.00703320238641883,0.598921650320792,1
"34",34,14.816210155893,14.8525388574387,0.0363287015456837,0.797379164625433,-0.00523237070119189,0.792146793924241,1
"35",35,12.3566308848554,12.4354908404833,0.0788599556279419,0.739429851563741,0.00597412442461821,0.745403975988359,1
"36",36,12.3314007934464,12.3596163923507,0.0282155989042336,0.72685472404669,-0.01114538687158,0.71570933717511,1
"37",37,9.82065337585146,9.69013456351605,-0.130518812335409,0.654226295361941,0.00490512268731536,0.659131418049256,1
"38",38,11.9674651760835,12.0472448294607,0.0797796533771782,0.722261606536865,-0.00213827316885694,0.720123333368008,1
"39",39,11.2536576227977,11.4203577557903,0.16670013299263,0.697343613348718,-0.00494199845671936,0.692401614891999,1
"40",40,13.1528621590465,13.2890312119119,0.136169052865347,0.780466330826874,-0.00101179126378852,0.779454539563086,1
"41",41,7.04801568223833,7.18924317811865,0.141227495880319,0.549265122769944,0.00640130368814577,0.55566642645809,1
"42",42,8.54621641785827,8.35908824022827,-0.187128177630003,0.622790614269322,-0.0079367632063899,0.614853851062932,1
"43",43,15.1051075277446,15.5675681329926,0.462460605248046,0.848967768939355,-0.000542654037332283,0.848425114902023,1
"44",44,6.78255340863263,6.96893643878434,0.186383030151717,0.528866307947391,0.000894407356737718,0.529760715304129,1
"45",45,17.029197773914,17.2500047881771,0.220807014263084,0.925912496855445,0.00199018625963381,0.927902683115078,1
"46",46,11.3107088976138,11.3534410310355,0.0427321334216688,0.692355034111356,-0.00305045052049395,0.689304583590862,1
"47",47,15.4060554552985,15.3506032671568,-0.0554521881416932,0.818075653494729,-0.00302739953618049,0.815048253958549,1
"48",48,13.192712536331,13.2628466912768,0.0701341549457328,0.787145272472619,-0.00686119440651642,0.780284078066102,1
"49",49,12.2845047467637,12.2733657245434,-0.0111390222203413,0.719551810330175,-0.00534795119628061,0.714203859133895,1
"50",50,12.7062889510427,12.3562964216609,-0.34999252938182,0.730294203936827,-0.00166760213421653,0.72862660180261,1
"51",51,11.1722601022345,11.0945552995012,-0.0777048027332709,0.675486960636819,0.00256139070436218,0.678048351341181,1
"52",52,13.086175793299,13.2733145063372,0.187138713038212,0.716983723445957,-0.000152544104758617,0.716831179341199,1
"53",53,12.0849916339307,12.2313359495671,0.146344315636347,0.723737298619814,-0.00613812865786326,0.717599169961951,1
"54",54,11.4414396181745,11.2470005346935,-0.194439083481017,0.67926010573441,0.00731646178536725,0.686576567519777,1
"55",55,10.2951447369285,10.3223518817462,0.0272071448177398,0.620748017355704,-0.00348131538485352,0.617266701970851,1
"56",56,11.9844652276765,12.0999222480085,0.115457020332004,0.656096795940416,-0.0100432656929925,0.646053530247424,1
"57",57,9.38135816309358,9.432067932402,0.0507097693084192,0.594222471558432,-0.000984616807675862,0.593237854750756,1
"58",58,9.39578067701922,9.44116928494275,0.0453886079235286,0.618859656212019,0.000850747902207583,0.619710404114226,1
"59",59,12.7816813683122,12.8075921391936,0.0259107708813381,0.729077821927248,-0.00260127880949709,0.726476543117751,1
"60",60,14.5244031985412,14.6313651625275,0.106961963986375,0.815104232688054,0.00566255757853691,0.820766790266591,1
"61",61,17.2655488730432,17.1535562543639,-0.111992618679325,0.92310940876551,-0.000711285394529604,0.92239812337098,1
