,x_TRUE,Temperature,TempError,y_TRUE,D47error,D47,Material
1,12.84226859,13.25005855,0.407789964,0.751785553,-0.008015789,0.743769764,1
2,12.37632697,12.30850705,-0.067819913,0.726407838,0.010339356,0.736747194,1
3,10.98200635,10.58265842,-0.399347924,0.669058639,0.006358873,0.675417512,1
4,13.41014041,13.42121837,0.011077965,0.758938296,0.000614397,0.759552693,1
5,12.36839636,12.68495887,0.316562514,0.723932133,-0.016616695,0.707315437,1
6,13.22579971,13.27035881,0.044559104,0.729737641,0.010751079,0.74048872,1
7,12.33584086,12.63296578,0.297124926,0.71161968,-0.022892115,0.688727565,1
8,10.72784943,10.88538003,0.157530597,0.667737905,-0.017802047,0.649935858,1
9,11.21534996,11.78253882,0.567188865,0.671263858,0.004296784,0.675560642,1
10,11.34851128,12.2376131,0.889101824,0.703910869,-0.000415585,0.703495284,1
11,11.50947436,11.328609,-0.180865365,0.691844845,-0.003862025,0.687982819,1
12,14.20930193,14.75503996,0.545738024,0.802777597,-0.01054202,0.792235577,1
13,12.31013877,12.86353907,0.553400303,0.720246877,0.017694596,0.737941473,1
14,11.30205779,11.6913511,0.389293309,0.641315898,-0.002933528,0.63838237,1
15,11.36319494,11.40397473,0.040779796,0.672712989,0.029302366,0.702015354,1
16,12.14634325,12.04994268,-0.096400571,0.700374238,-0.005328862,0.695045375,1
17,9.653204789,9.595181929,-0.05802286,0.620226252,-0.005527892,0.61469836,1
18,11.23743107,11.50067743,0.263246355,0.669993142,0.013201223,0.683194365,1
19,13.0128784,12.97690655,-0.035971846,0.761673921,-0.00090488,0.760769041,1
20,14.16447419,14.13153595,-0.032938238,0.771829272,-0.009124722,0.76270455,1
21,11.93769393,11.58633977,-0.351354159,0.667160605,-0.006874138,0.660286467,1
22,12.62167935,12.98086479,0.35918544,0.729523947,0.006025877,0.735549824,1
23,12.49025176,12.06720207,-0.42304969,0.705591111,-0.019859894,0.685731218,1
24,12.41836344,11.86594815,-0.552415287,0.716932861,0.008251358,0.725184219,1
25,13.35027893,13.18657683,-0.163702099,0.786894263,-0.012083021,0.774811242,1
26,12.99153253,12.76024276,-0.23128977,0.765277713,0.002526886,0.767804599,1
27,10.85442805,10.81670242,-0.037725629,0.668883324,0.004447534,0.673330857,1
28,13.18815543,12.40615971,-0.781995725,0.747892892,0.011666007,0.759558898,1
29,11.9386074,11.88619855,-0.052408848,0.689786409,-0.002826212,0.686960196,1
30,11.8094539,11.54867238,-0.260781527,0.693635944,0.007698555,0.701334499,1
31,10.07890945,10.04192703,-0.036982417,0.670556847,-0.001959038,0.66859781,1
32,12.24116269,11.81690543,-0.424257254,0.727108975,-0.001557783,0.725551191,1
33,13.68041988,13.51484065,-0.165579224,0.77813721,0.000983122,0.779120331,1
34,12.69399432,12.57148386,-0.122510464,0.668992176,-0.006765414,0.662226762,1
35,12.23261447,12.30806038,0.075445911,0.716474726,0.023748791,0.740223517,1
36,12.13685074,11.65710899,-0.47974175,0.683599959,-0.005327981,0.678271978,1
37,11.95031639,11.79100572,-0.15931067,0.721835794,-0.012326974,0.709508821,1
38,12.00348738,11.12551198,-0.877975392,0.747294721,0.016237256,0.763531976,1
39,12.25540622,12.0932557,-0.162150518,0.722425956,0.018991247,0.741417203,1
40,12.35574922,12.18345702,-0.172292197,0.743761935,-0.011090456,0.732671478,1
41,10.42044009,10.82686331,0.406423215,0.586422032,-0.007531525,0.578890507,1
42,12.67043127,12.64804517,-0.022386094,0.749061436,-0.012819909,0.736241526,1
43,11.8479114,11.41057096,-0.437340446,0.67741222,0.020490758,0.697902977,1
44,12.43711378,12.46272516,0.025611381,0.727131407,0.029829627,0.756961034,1
45,13.20038874,13.21268704,0.012298308,0.746552882,-0.008391607,0.738161275,1
46,12.0358984,11.49104179,-0.544856601,0.712974176,-0.02701496,0.685959216,1
47,12.26870266,12.13029859,-0.138404076,0.685540922,0.001346185,0.686887106,1
48,12.11737337,11.92833443,-0.189038943,0.766586816,0.011728656,0.778315472,1
49,12.37429586,12.75326467,0.378968813,0.727056011,-0.001398783,0.725657228,1
50,11.59098122,11.3265195,-0.26446172,0.706035985,0.002695324,0.708731309,1
51,12.32854384,12.38031201,0.051768165,0.716024721,-0.003051284,0.712973437,1
52,12.9195914,12.68547084,-0.234120559,0.723003986,-0.01412368,0.708880306,1
53,10.76528232,10.74516305,-0.020119275,0.689813189,0.045800951,0.73561414,1
54,10.58137445,10.17305829,-0.408316168,0.653835125,0.001813875,0.655649,1
55,12.40677677,13.23168036,0.824903586,0.723683664,0.005353527,0.729037192,1
56,11.70427896,11.20559313,-0.498685823,0.695614789,-0.011857288,0.683757501,1
57,11.28074336,12.13746379,0.856720436,0.683636816,-0.025071633,0.658565182,1
58,12.74973966,12.31174174,-0.437997922,0.754544308,-0.008527547,0.746016761,1
59,12.95984287,12.9747172,0.014874327,0.764366497,0.00894846,0.773314957,1
60,12.47783359,12.66616586,0.188332266,0.684517,0.014793588,0.699310588,1
61,13.81129246,13.38469161,-0.426600845,0.752632408,-0.012383354,0.740249055,1
62,13.09204251,13.54068541,0.448642898,0.71402361,0.014223025,0.728246635,1
63,11.76545931,11.2227608,-0.54269851,0.694019029,0.00550082,0.699519849,1
64,13.01218459,13.38731637,0.375131786,0.788692986,-0.00331763,0.785375356,1
65,11.31645844,11.60544137,0.28898293,0.632645018,-0.024182265,0.608462753,1
66,12.75692102,12.83332309,0.076402069,0.685322978,-0.003762964,0.681560014,1
67,11.92520299,11.62174245,-0.303460533,0.660022228,-0.012965812,0.647056417,1
68,11.31280368,11.48610813,0.173304455,0.651545649,-0.005242635,0.646303014,1
69,11.17817432,11.59815209,0.419977779,0.653412683,-0.012019984,0.641392699,1
70,13.04337801,13.51716326,0.473785248,0.787218896,0.00931132,0.796530216,1
71,12.74085316,12.97033149,0.229478332,0.766849966,0.029634342,0.796484309,1
72,11.76904569,11.67782308,-0.091222616,0.693308623,0.025025397,0.718334021,1
73,13.0053408,13.1570627,0.151721906,0.737130959,0.005775071,0.74290603,1
74,11.45916195,11.36222448,-0.09693747,0.723535932,0.011690341,0.735226274,1
75,12.52552613,12.30185232,-0.223673806,0.724510408,0.015237126,0.739747534,1
76,12.24226725,12.32466006,0.082392809,0.684038365,-0.001933178,0.682105187,1
77,11.81817933,11.40668225,-0.411497082,0.723456234,-0.010214751,0.713241484,1
78,10.31139661,10.66483381,0.353437204,0.625659149,0.011716098,0.637375247,1
79,12.59894689,12.23973275,-0.359214139,0.712979316,0.01766685,0.730646166,1
80,12.44067441,12.54078925,0.100114841,0.746462968,-0.006782657,0.739680312,1
81,10.65542729,10.35353925,-0.301888041,0.627674629,-0.021088678,0.606585951,1
82,12.25371578,12.49269525,0.238979476,0.673905005,0.007999264,0.681904269,1
83,11.37691478,11.26266157,-0.114253206,0.703173964,0.023307395,0.72648136,1
84,11.33970467,11.18968977,-0.150014894,0.61434413,-0.016724661,0.597619469,1
85,11.94118253,11.26297048,-0.678212055,0.696024775,0.013123091,0.709147866,1
86,12.68151399,12.99699967,0.315485679,0.702021752,-0.002704214,0.699317538,1
87,12.55548561,13.0121294,0.456643788,0.708190182,0.004272452,0.712462634,1
88,10.72564591,11.09325031,0.367604398,0.649229148,0.018934138,0.668163286,1
89,11.65300144,11.42217771,-0.23082373,0.719172129,-0.017457716,0.701714414,1
90,13.10401678,12.76701964,-0.33699714,0.778573022,-0.010351249,0.768221773,1
91,11.60248358,12.00405469,0.401571113,0.680394868,0.011649232,0.6920441,1
92,12.22282838,12.19753312,-0.025295261,0.706555418,0.005463628,0.712019046,1
93,11.03672197,11.82898745,0.792265476,0.652865345,-0.005451183,0.647414162,1
94,11.76328218,12.08972772,0.326445543,0.649796976,-0.008892045,0.640904931,1
95,12.51856101,12.2805549,-0.238006106,0.753482352,0.007789951,0.761272303,1
96,10.97989711,10.9427223,-0.037174809,0.65511897,-0.011551937,0.643567032,1
97,12.97588937,13.08384715,0.107957789,0.761173088,-0.006829345,0.754343743,1
98,13.57791934,13.92223513,0.344315791,0.804482333,0.034217851,0.838700183,1
99,12.24866102,12.12306423,-0.125596796,0.74709285,0.001299661,0.748392511,1
100,12.33264618,12.19044915,-0.142197031,0.718964907,0.00799373,0.726958637,1
101,11.27666846,10.98686853,-0.289799931,0.705068108,0.009206955,0.714275063,1
102,12.94544272,13.10366536,0.158222631,0.755319902,-0.01008008,0.745239821,1
103,11.88292365,11.88705462,0.004130969,0.700172725,-0.00695743,0.693215295,1
104,11.52929466,11.94549944,0.416204781,0.683140366,-8.35E-05,0.683056856,1
105,10.96340408,10.99572835,0.032324278,0.666432638,0.000498627,0.666931265,1
106,11.31702939,11.16220098,-0.154828406,0.717548915,0.004556228,0.722105143,1
107,12.36591775,11.76126949,-0.604648257,0.729791847,-0.030972578,0.698819269,1
108,10.40622966,10.60780862,0.20157896,0.63322271,-0.001946933,0.631275777,1
109,12.72747668,12.19753558,-0.529941103,0.735078578,-0.009904123,0.725174454,1
110,11.59990826,11.34091158,-0.258996683,0.690638653,-0.003557295,0.687081358,1
111,11.35205521,11.8021895,0.450134291,0.694375149,0.000165371,0.69454052,1
112,11.72795566,11.65421456,-0.073741102,0.699459164,0.017760188,0.717219353,1
113,12.6781575,12.75308741,0.074929911,0.703261725,-0.009633868,0.693627856,1
114,11.90418349,11.85434703,-0.049836451,0.738739391,-0.010474454,0.728264937,1
115,14.61101362,15.13514802,0.524134403,0.761858736,0.002879546,0.764738282,1
116,11.02244573,11.07250371,0.05005798,0.659798092,0.012801052,0.672599144,1
117,12.49746631,12.30458697,-0.192879341,0.721396053,-0.01976819,0.701627863,1
118,11.35591487,11.4916993,0.135784431,0.710237454,-0.014501213,0.695736241,1
119,11.33096984,10.81919202,-0.511777817,0.732260683,0.004348829,0.736609511,1
120,11.15180325,10.84597528,-0.305827968,0.734593529,0.009547933,0.744141462,1
121,11.69286915,11.48208279,-0.210786353,0.729391657,-0.004449534,0.724942123,1
122,11.79093763,11.97107413,0.180136502,0.678584852,-0.017604127,0.660980725,1
123,12.50022724,12.53652919,0.036301944,0.672154197,-0.007070202,0.665083995,1
124,12.45309418,13.03514699,0.582052815,0.732824878,0.000976375,0.733801253,1
125,12.05269313,12.27668614,0.22399301,0.763366336,-0.011957941,0.751408394,1
126,12.14077576,12.21361398,0.072838226,0.701182913,0.003591144,0.704774057,1
127,14.49410567,14.65400026,0.159894593,0.807052941,0.002694372,0.809747313,1
128,11.09970819,10.52294224,-0.576765946,0.625010326,0.012325939,0.637336265,1
129,11.70093652,11.10648521,-0.594451311,0.745866268,-0.014241104,0.731625164,1
130,12.07287896,12.39899467,0.326115715,0.70792474,-0.007709212,0.700215528,1
131,12.27923117,12.03371147,-0.245519705,0.699230528,-0.000743574,0.698486954,1
132,12.54519494,12.57169524,0.026500293,0.716980543,0.021601885,0.738582428,1
133,10.94189826,11.34596039,0.404062126,0.682883449,0.003208936,0.686092385,1
134,12.65948769,12.45596732,-0.203520371,0.760706778,0.014136768,0.774843546,1
135,12.09023039,11.47476307,-0.615467315,0.707120027,-0.00461302,0.702507007,1
136,11.85424773,12.02160387,0.167356141,0.681174993,0.008005484,0.689180477,1
137,12.08860385,12.29636895,0.207765108,0.788090536,-0.023133843,0.764956693,1
138,12.98741483,12.95080594,-0.036608898,0.769076868,-0.013469522,0.755607347,1
139,10.42029929,10.02007356,-0.400225736,0.656726128,-0.013141175,0.643584954,1
140,12.05469608,12.27453986,0.219843782,0.727904119,0.018717614,0.746621733,1
141,14.35242215,13.90964957,-0.442772578,0.81773415,-0.025237323,0.792496828,1
142,12.37913242,12.3039267,-0.075205718,0.737646113,0.00039137,0.738037483,1
143,12.38715288,13.20774183,0.820588948,0.746330862,-0.024344033,0.721986828,1
144,13.25592099,12.98414198,-0.271779009,0.784758928,-0.011182059,0.773576869,1
145,12.2476988,11.79577511,-0.451923689,0.679986158,-0.031676975,0.648309183,1
146,13.15579595,13.32602983,0.170233882,0.754034128,0.008990711,0.763024839,1
147,11.15880197,11.13661335,-0.022188614,0.681135349,0.002175226,0.683310574,1
148,10.7997961,11.1959722,0.396176104,0.628072214,-0.000815357,0.627256857,1
149,14.2390374,14.21800591,-0.021031484,0.764958188,0.029184101,0.794142289,1
150,12.81444981,12.48904408,-0.325405724,0.743160914,0.000192501,0.743353414,1
151,12.2331626,11.98971112,-0.243451488,0.731314378,-0.006033982,0.725280396,1
152,13.15903006,14.03438719,0.875357127,0.738608643,-0.022196293,0.71641235,1
153,11.79365418,11.59837729,-0.195276884,0.704465067,0.018041088,0.722506155,1
154,12.6816341,12.34277987,-0.338854229,0.710111523,0.0083384,0.718449923,1
155,12.94062433,13.26991483,0.329290499,0.764061739,0.011406009,0.775467747,1
156,12.02928649,12.72914871,0.699862222,0.739338485,-0.033638184,0.705700302,1
157,12.1102292,11.50446543,-0.60576377,0.727583455,-0.004060983,0.723522472,1
158,11.35964818,11.2957514,-0.063896775,0.680241826,-0.002113556,0.67812827,1
159,11.65902769,12.01989233,0.360864635,0.684018747,-0.010790726,0.67322802,1
160,10.6939003,11.02345995,0.329559643,0.636806931,0.005795634,0.642602565,1
161,12.43004002,12.33987986,-0.090160157,0.706807567,0.019535763,0.726343329,1
162,12.35372032,12.99715588,0.643435561,0.785737558,-0.014031751,0.771705807,1
163,11.79849935,11.56340145,-0.235097903,0.710016607,0.015570064,0.725586671,1
164,10.29275462,10.98452792,0.691773305,0.654988431,-0.015071171,0.63991726,1
165,11.6251272,11.47781148,-0.147315724,0.717850408,-0.013068393,0.704782015,1
166,13.0644118,13.04980581,-0.014605991,0.75131702,0.001422625,0.752739645,1
167,11.53468072,12.06677055,0.532089833,0.69474032,-0.00201413,0.692726189,1
168,11.06272876,11.08362815,0.020899383,0.742426758,0.013632699,0.756059457,1
169,11.67868619,11.48530891,-0.193377278,0.68670256,0.000171715,0.686874276,1
170,11.30914598,11.29297939,-0.016166589,0.643615009,0.001086751,0.64470176,1
171,11.31457764,11.17727616,-0.137301477,0.719300487,0.003621039,0.722921525,1
172,12.382638,12.57903199,0.196393991,0.710080099,-0.008932329,0.701147769,1
173,12.69125543,12.41910726,-0.272148176,0.714410711,0.013796473,0.728207184,1
174,12.95231369,13.2894544,0.33714071,0.749876343,0.010593056,0.760469399,1
175,11.40528353,11.14475188,-0.260531653,0.731621834,0.011681655,0.74330349,1
176,12.64927719,12.84271429,0.193437108,0.725490854,-0.009324525,0.716166329,1
177,12.92097816,12.45763292,-0.463345236,0.726772523,0.003020744,0.729793267,1
178,12.77581866,12.74386714,-0.031951518,0.770350986,0.003058143,0.773409128,1
179,11.11735962,11.04326736,-0.074092264,0.653680162,-0.009871377,0.643808785,1
180,11.8152427,10.73035864,-1.084884056,0.710907509,-0.004012153,0.706895356,1
181,13.16059734,13.25085084,0.090253497,0.784755229,-0.001056762,0.783698466,1
182,12.37376326,12.199114,-0.17464926,0.70938392,-0.004087604,0.705296316,1
183,11.67716118,12.21086128,0.533700099,0.667164351,-0.002801748,0.664362602,1
184,10.1631161,9.755698984,-0.407417117,0.629183238,0.001205686,0.630388925,1
185,11.80221817,11.93603875,0.133820584,0.731790747,-0.011209014,0.720581733,1
186,10.62399842,9.373187593,-1.250810828,0.713785455,0.011336098,0.725121553,1
187,12.20881834,12.6772491,0.468430763,0.724037516,0.018992049,0.743029566,1
188,12.08346414,12.38124725,0.297783114,0.721587939,-0.006518047,0.715069892,1
189,11.18082985,11.27442836,0.093598508,0.718357136,-0.002936249,0.715420886,1
190,9.669328505,9.918794589,0.249466085,0.669870677,-7.11E-05,0.669799624,1
191,11.2486751,11.59245024,0.343775139,0.710344904,0.017054351,0.727399255,1
192,11.73974484,11.25123139,-0.488513444,0.744200983,0.006119824,0.750320807,1
