"","X.1","X","x_TRUE","Temperature","TempError","y_TRUE","D47error","D47","Material"
"1",1,1,10.234285308903,10.1968049920387,-0.0374803168643127,0.614108898929502,-0.00127544239539661,0.612833456534106,1
"2",2,2,11.8503010087067,11.9389040574949,0.0886030487882581,0.698164583333017,0.000906109086893261,0.69907069241991,1
"3",3,3,12.761123229419,12.9287119575765,0.16758872815758,0.750614600240128,-0.00455248424928636,0.746062115990842,1
"4",4,4,9.49722210678516,9.45877806769344,-0.038444039091715,0.629473493000194,-0.000711084268258796,0.628762408731935,1
"5",5,5,14.6047144988484,14.5907097998462,-0.0140046990022321,0.779467122000354,-0.00440719647629845,0.775059925524056,1
"6",6,6,13.4541093879729,13.5077115525138,0.0536021645408789,0.77593376317268,-0.00135261329488292,0.774581149877797,1
"7",7,7,9.75116331319005,9.85774229593806,0.106578982748011,0.652076328895041,-0.00365720140076379,0.648419127494278,1
"8",8,8,11.2575473643143,11.2927321434965,0.0351847791821446,0.690117821102745,0.00329748391194596,0.693415305014691,1
"9",9,9,11.8572062190723,11.8179686639502,-0.039237555122133,0.711384263394959,-0.00666352844190324,0.704720734953056,1
"10",10,10,13.7723761909711,13.8093775417279,0.0370013507568027,0.781951812405462,0.00224502053555967,0.784196832941021,1
"11",11,11,12.8034325826336,12.7888906199805,-0.0145419626531243,0.716541128629494,-0.00139891571622303,0.715142212913271,1
"12",12,12,15.0850794364084,15.0233261483793,-0.0617532880290798,0.82248623428551,0.00631546909573013,0.82880170338124,1
"13",13,13,12.5734301244485,12.6773274555741,0.103897331125607,0.722016369942256,0.00919685981499319,0.73121322975725,1
"14",14,14,9.90899532801945,9.83949651581996,-0.069498812199491,0.644360557145803,0.0117852331541114,0.656145790299914,1
"15",15,15,14.5223156433366,14.6066815452578,0.0843659019211984,0.817907010412976,-0.0050969654230941,0.812810044989882,1
"16",16,16,8.24268964132408,8.3842769182208,0.141587276896717,0.58194794685929,-0.0109684365972332,0.570979510262056,1
"17",17,17,10.2099933324473,10.2782306903608,0.068237357913505,0.629409100069741,0.00414633954174737,0.633555439611489,1
"18",18,18,8.64711026224703,8.67618519764684,0.0290749353998097,0.586858225938926,-0.0037406263034751,0.583117599635451,1
"19",19,19,14.2843481632417,14.3634489220227,0.0791007587809656,0.804005711275852,-0.00755997908795358,0.796445732187898,1
"20",20,20,13.100097365441,13.2165659566001,0.116468591159105,0.728337381359585,-0.000401167363306922,0.727936213996278,1
"21",21,21,14.8300702825852,14.9483908180854,0.118320535500157,0.855793671250657,-0.0102441948195206,0.845549476431136,1
"22",22,22,12.2355482757194,12.2174794789951,-0.0180687967242816,0.675318070107013,-0.0110540384616342,0.664264031645379,1
"23",23,23,9.91651380304028,9.84814178734453,-0.0683720156957478,0.633593074933344,-0.00380807635749648,0.629784998575847,1
"24",24,24,11.4911062623681,11.5176416963274,0.0265354339593852,0.663045155280241,-0.00654157208313894,0.656503583197102,1
"25",25,25,11.4360599563132,11.5182784540398,0.0822184977266277,0.712922486374296,0.00217868215739171,0.715101168531688,1
"26",26,26,8.22487910981863,8.20384575200053,-0.0210333578181091,0.593847105362389,-0.00191530951693071,0.591931795845458,1
"27",27,27,11.959080103284,12.1896349802713,0.230554876987275,0.714876737629357,-0.000428675005835818,0.714448062623521,1
"28",28,28,12.1318772596138,12.033474825123,-0.0984024344907289,0.740224811931891,0.00312092677116541,0.743345738703056,1
"29",29,29,9.80955787803799,9.71851434959606,-0.0910435284419326,0.670847886574854,0.0124457661875513,0.683293652762406,1
"30",30,30,9.50562397224583,9.61123609868425,0.10561212643842,0.641038631590007,-0.00951061565971977,0.631528015930288,1
"31",31,31,12.0521397599018,12.0984589563718,0.0463191964700169,0.69445316059366,0.00441807347013765,0.698871234063798,1
"32",32,32,11.6574137734587,11.670294941435,0.0128811679763689,0.686845661765039,0.000159511493431267,0.68700517325847,1
"33",33,33,9.65432814377508,9.66958199865401,0.0152538548789306,0.594687411539718,0.00762145974159998,0.602308871281318,1
"34",34,34,9.50980678328041,9.48338112486601,-0.0264256584144003,0.622038857044558,0.00468932047046372,0.626728177515022,1
"35",35,35,12.5137386275324,12.654558096601,0.140819469068544,0.731466404932308,0.00660767831589392,0.738074083248202,1
"36",36,36,10.1992883121145,10.2368942279889,0.0376059158743202,0.602009770419461,0.00357329523189406,0.605583065651355,1
"37",37,37,13.9870708393162,14.0505250768186,0.0634542375024258,0.811718054895368,-0.00103038425662886,0.810687670638739,1
"38",38,38,8.5572504626535,8.61947999491116,0.0622295322576665,0.558989187885662,0.000605615682580545,0.559594803568243,1
"39",39,39,15.8242422772796,15.8490614412347,0.0248191639550115,0.832407710388954,0.0110821107478757,0.84348982113683,1
"40",40,40,12.9403735047287,12.9227445309347,-0.0176289737940901,0.746886984900693,0.00734338812087107,0.754230373021564,1
"41",41,41,13.0133190133673,13.0197128050378,0.00639379167046468,0.704439544911471,-0.00130075671560611,0.703138788195865,1
"42",42,42,11.7839074931488,11.7111800345507,-0.0727274585981355,0.707661660226939,-0.00426250024373288,0.703399159983206,1
"43",43,43,10.9960499812993,10.9365451292893,-0.0595048520100223,0.690192704082031,0.00126462831218267,0.691457332394213,1
"44",44,44,10.3880225581093,10.4267841964475,0.0387616383382846,0.65230655735667,-0.00248572068138505,0.649820836675285,1
"45",45,45,9.85577211035365,10.0008926774104,0.145120567056791,0.652101576416747,-0.00326283467957696,0.64883874173717,1
"46",46,46,11.003248871533,10.8484925977253,-0.15475627380768,0.666192592332241,-0.0155015744470594,0.650691017885181,1
"47",47,47,12.3783955092445,12.4370636867983,0.0586681775537358,0.783366238860586,0.00230805266696807,0.785674291527554,1
