"","X.1","X","x_TRUE","Temperature","TempError","y_TRUE","D47error","D47","Material"
"1",1,1,12.3753305962781,12.3879676102614,0.0126370139833467,0.704274030236959,-0.00168940580781904,0.702584624429139,1
"2",2,2,11.0117524891653,10.7389868602943,-0.272765628871052,0.676796460196568,-0.00789999475029616,0.668896465446272,1
"3",3,3,6.0435796694373,6.27174512342546,0.228165453988157,0.497960862968426,0.00234575726071477,0.50030662022914,1
"4",4,4,16.8028248778943,16.8807917371225,0.0779668592281759,0.878900379553169,-0.00613178479640205,0.872768594756766,1
"5",5,5,14.2143777300651,14.2795914399503,0.0652137098851486,0.760393151482132,0.00267335922854972,0.763066510710682,1
"6",6,6,12.1601921605844,12.0607427294167,-0.0994494311676521,0.734909761428262,0.0102921570524236,0.745201918480685,1
"7",7,7,14.9713722985275,15.0225627271698,0.0511904286422868,0.861277301413076,-2.75082494264959e-05,0.861249793163649,1
"8",8,8,9.75250514312869,9.81387205293017,0.0613669098014778,0.62735192019947,-0.0141557693522155,0.613196150847254,1
"9",9,9,14.2382276597063,14.4527234661593,0.214495806452977,0.86571305384995,0.0076393885951833,0.873352442445133,1
"10",10,10,13.8861892719962,13.5524031359845,-0.333786136011722,0.821137587306493,-0.00599430916994876,0.815143278136544,1
"11",11,11,12.0946271347208,12.1167574171328,0.0221302824120256,0.717123830455883,0.0103884237595987,0.727512254215482,1
"12",12,12,11.2986033385183,11.1928054738721,-0.105797864646297,0.63242233419559,-0.00341321794958143,0.629009116246008,1
"13",13,13,16.9656692222608,16.9355551367901,-0.0301140854706562,0.898634347421411,0.00979017717796307,0.908424524599374,1
"14",14,14,9.39794071742656,9.19938633108172,-0.198554386344833,0.585723016224052,0.00943367533841634,0.595156691562468,1
"15",15,15,13.2280976265961,12.9974814585664,-0.230616168029687,0.844340157565392,-0.000958974949095879,0.843381182616296,1
"16",16,16,11.7416242634817,11.6858267599947,-0.0557975034870048,0.709003432782353,0.00424504801577871,0.713248480798132,1
"17",17,17,10.8936813027606,11.1642115304884,0.270530227727815,0.647212853557712,0.0116842872276421,0.658897140785354,1
"18",18,18,10.7924078148148,10.8676557570849,0.0752479422700608,0.63425266598337,-0.00426463885149577,0.629988027131874,1
"19",19,19,10.7111148133077,10.7685289682786,0.0574141549709291,0.679142403482522,0.0178240618298325,0.696966465312355,1
"20",20,20,10.6614030967291,10.658160339059,-0.0032427576701249,0.643874014317031,-0.01831513275051,0.625558881566521,1
"21",21,21,14.1325795273858,14.2176882061752,0.085108678789428,0.807005378573532,0.0171702445524346,0.824175623125967,1
"22",22,22,10.1602478959962,10.0730826717189,-0.0871652242773249,0.619455203448525,-0.013946576393062,0.605508627055463,1
"23",23,23,8.90735298122397,8.79229059703687,-0.115062384187095,0.569079849446899,0.00884519088469909,0.577925040331598,1
"24",24,24,13.3750882262098,13.4249927823555,0.0499045561456551,0.778221661822715,0.00423208324763067,0.782453745070346,1
"25",25,25,15.6662442237054,15.6261675854616,-0.0400766382437515,0.87780342174809,-0.00825187528230613,0.869551546465784,1
"26",26,26,9.99208509688561,10.0709181948448,0.0788330979591916,0.620337129841218,0.00181421953817185,0.62215134937939,1
"27",27,27,13.9113759213588,14.3296444028729,0.418268481514116,0.762396339432345,-0.0295888592669166,0.732807480165429,1
"28",28,28,12.6518798320944,12.5272407432028,-0.124639088891622,0.776905630628958,-0.00793109941502166,0.768974531213936,1
"29",29,29,9.35607710477817,9.43213565185303,0.0760585470748593,0.607024678830736,-0.0024812640072759,0.60454341482346,1
"30",30,30,17.5841499236516,17.5830123638543,-0.00113755979730723,0.951073483437144,-0.00677816277199028,0.944295320665153,1
"31",31,31,11.3870607368461,11.2830268942849,-0.104033842561199,0.710691010939264,0.0222256115219555,0.73291662246122,1
"32",32,32,10.9579193380715,11.1489229507312,0.191003612659702,0.681243211523486,0.00131663736363335,0.68255984888712,1
"33",33,33,17.2414070980125,17.1673028930423,-0.0741042049702006,0.910892268021143,-0.00899642370904497,0.901895844312098,1
"34",34,34,12.3528234641359,12.6193219965777,0.266498532441792,0.655815437908635,0.00449464852513321,0.660310086433768,1
"35",35,35,10.1125989841143,9.9669939909285,-0.145604993185766,0.652050428665271,0.00704418717549993,0.659094615840771,1
"36",36,36,13.7687994920495,13.9554190209704,0.186619528920953,0.750550515611711,0.0135526474660812,0.764103163077792,1
"37",37,37,13.1125313438378,13.3833997741474,0.270868430309522,0.757446504501338,0.015340607141827,0.772787111643165,1
"38",38,38,11.8017308942953,11.9812531930201,0.179522298724748,0.712702708929046,-0.0119532541424585,0.700749454786587,1
"39",39,39,14.274814144613,14.4099015691498,0.135087424536784,0.805907260129968,0.0103977090326443,0.816304969162613,1
"40",40,40,9.10375167986903,9.2736847454785,0.169933065609462,0.594663194249167,0.00406296813493219,0.598726162384099,1
"41",41,41,13.6104024424236,13.3944769972654,-0.21592544515811,0.762567800214978,-0.0234515302791112,0.739116269935867,1
"42",42,42,12.8569177548384,12.6567463638076,-0.200171391030822,0.770147085258823,0.00437417366726988,0.774521258926093,1
"43",43,43,11.8195633240364,11.7726823460268,-0.0468809780095765,0.68340914040215,-0.00165681470617704,0.681752325695973,1
"44",44,44,17.4849466215686,17.4525784193331,-0.0323682022354771,0.938175973104868,-0.00674795074757074,0.931428022357297,1
"45",45,45,12.2483428247904,12.031367954463,-0.2169748703274,0.753465290320156,-0.0123882507967145,0.741077039523442,1
"46",46,46,13.0747055516292,13.2270475522439,0.152342000614756,0.693434603897275,-0.00495219503935948,0.688482408857916,1
"47",47,47,9.89269545001565,10.0354038414196,0.14270839140394,0.638972242748484,0.00938739791365895,0.648359640662143,1
