"","X.1","X","x_TRUE","Temperature","TempError","y_TRUE","D47error","D47","Material"
"1",1,1,11.7173074639161,11.718408668037,0.00110120412089091,0.694188905291608,0.0199554052016324,0.714144310493241,1
"2",2,2,9.40159105971433,9.50385159243377,0.102260532719441,0.666100494897463,-0.00200450445758267,0.66409599043988,1
"3",3,3,12.2916501848763,12.2848539147364,-0.0067962701399811,0.706483465970964,-0.0187120699378689,0.687771396033095,1
"4",4,4,11.9358838702722,11.8530133288835,-0.0828705413887489,0.68364759341233,-0.00274301818959293,0.680904575222737,1
"5",5,5,13.5599641157611,13.6278474091884,0.0678832934273319,0.782226343519887,-0.0274551601878516,0.754771183332035,1
"6",6,6,11.6724389741637,11.7336753517963,0.0612363776325264,0.66581750921173,0.0117263215230114,0.677543830734741,1
"7",7,7,16.0960110037219,16.0863959872582,-0.00961501646370053,0.848340844507744,0.0105653138646613,0.858906158372405,1
"8",8,8,13.8204023785333,13.776737349284,-0.043665029249277,0.740395965171053,0.015790467042232,0.756186432213285,1
"9",9,9,14.0491596530563,14.1888867111559,0.139727058099568,0.757576350990463,-0.00277035466664476,0.754805996323818,1
"10",10,10,14.3021345672378,14.2419134052519,-0.0602211619858782,0.827619798947668,0.0222377262057622,0.84985752515343,1
"11",11,11,11.8066622458388,11.6961183574422,-0.110543888396541,0.723412751285415,0.0115622475784134,0.734974998863829,1
"12",12,12,13.975270033089,13.8425489068997,-0.132721126189267,0.779610181385057,0.00574450567516926,0.785354687060227,1
"13",13,13,14.5914672595465,14.5478547095717,-0.0436125499747629,0.82625595104139,-0.00778096302917781,0.818474988012213,1
"14",14,14,10.505936448734,10.4524811861523,-0.0534552625817291,0.621604190162734,0.00794004284466663,0.6295442330074,1
"15",15,15,16.1240554874339,16.1186974972562,-0.00535799017773015,0.88279420391561,-0.00687879162936054,0.87591541228625,1
"16",16,16,6.67687151244413,6.83979295493788,0.162921442493749,0.456915741035939,0.00547584064173907,0.462391581677678,1
"17",17,17,11.6218570272183,11.5725731399177,-0.0492838873006589,0.709578939465816,-0.00474799883623096,0.704830940629585,1
"18",18,18,10.0682644861196,9.99201649659582,-0.0762479895237451,0.600003079745188,-0.00206161573927509,0.597941464005912,1
"19",19,19,10.0017535614336,9.7532238401399,-0.248529721293701,0.602146586410986,0.00043796366711829,0.602584550078104,1
"20",20,20,15.5672174491631,15.4717668028045,-0.0954506463585796,0.896016631091899,-0.00697202287257598,0.889044608219323,1
"21",21,21,14.8164097439025,14.7350904896604,-0.0813192542421862,0.803671082232284,0.0174589901705943,0.821130072402878,1
"22",22,22,16.0116122414191,15.9633894742775,-0.0482227671415755,0.842210276454124,-0.0230295701051657,0.819180706348958,1
"23",23,23,12.3128603942286,12.3812221263726,0.0683617321439926,0.717947643797563,0.0207815671414644,0.738729210939028,1
"24",24,24,13.6679570026195,13.5688028106751,-0.0991541919443979,0.773285328456842,-0.0149608729026667,0.758324455554175,1
"25",25,25,14.7865442000561,14.7496554748088,-0.0368887252473315,0.823918160816839,0.000503802496710542,0.82442196331355,1
"26",26,26,13.5556151269743,13.5237555387516,-0.0318595882226835,0.733303223843447,-0.0155636830955353,0.717739540747911,1
"27",27,27,13.1147916640262,13.131705110904,0.0169134468778291,0.787225820997509,-0.00385667141123035,0.783369149586278,1
"28",28,28,13.9818781918711,13.9736129218038,-0.00826527006732569,0.777129425249563,0.00208866717014593,0.779218092419709,1
"29",29,29,11.1382425781932,11.1364495468029,-0.00179303139027509,0.661503292504376,0.00318349533532572,0.664686787839701,1
"30",30,30,17.1515318014944,17.2304034726571,0.0788716711627017,0.888661574535167,0.00275735594072188,0.891418930475889,1
"31",31,31,8.99985998538346,9.11065767969413,0.110797694310663,0.630060958990879,-0.00181967915024382,0.628241279840635,1
"32",32,32,13.4372771616392,13.3590922233585,-0.0781849382806771,0.779156680987979,0.0154565684107588,0.794613249398737,1
"33",33,33,11.6111287609801,11.5504585282196,-0.0606702327605545,0.644696488374351,-0.00488163998779427,0.639814848386556,1
"34",34,34,10.9802668234516,10.9838075776896,0.00354075423804653,0.699967558760139,-0.00489687664548017,0.695070682114659,1
"35",35,35,18.5047551426424,18.4247937164164,-0.079961426226046,0.907099830740637,0.0170452387720918,0.924145069512729,1
"36",36,36,9.79871409356363,9.82611038498925,0.0273962914256155,0.610170949671364,-0.0126113194954588,0.597559630175905,1
"37",37,37,10.6723824336231,10.658820909137,-0.0135615244861235,0.702698220708076,0.0111191097648816,0.713817330472957,1
"38",38,38,9.71947632499214,9.73454454269602,0.0150682177038848,0.59937607867992,-0.00942105937203571,0.589955019307885,1
"39",39,39,11.25369973602,11.2020486316455,-0.0516511043745457,0.6774740451629,0.00251902432110522,0.679993069484006,1
"40",40,40,8.40773468403299,8.27647267839454,-0.13126200563845,0.587647408647526,0.0127149755399889,0.600362384187515,1
"41",41,41,10.4863424397919,10.4888265625141,0.00248412272214417,0.658517264646182,0.00148452715888596,0.660001791805067,1
"42",42,42,13.2933764030025,13.1953432227415,-0.0980331802610109,0.730248645338367,0.0210240016273249,0.751272646965692,1
"43",43,43,15.7131278371301,15.5634893213563,-0.149638515773817,0.81240252825838,-0.0124425352621443,0.799959992996236,1
"44",44,44,9.14676359001762,9.23124722096251,0.0844836309448867,0.541876895868831,-0.022973957503373,0.518902938365458,1
"45",45,45,14.97236417075,15.0571876463057,0.0848234755556507,0.803571974606386,-0.00713380636792312,0.796438168238463,1
"46",46,46,14.0951142139419,14.1255726639666,0.0304584500246415,0.727517831303136,-0.0101829540198683,0.717334877283268,1
"47",47,47,10.0150273781118,9.91076358347722,-0.104263794634618,0.642909676930558,-4.80909563710485e-05,0.642861585974187,1
"48",48,48,11.635041708066,11.5020203471728,-0.133021360893237,0.731459229787709,0.00276261827542875,0.734221848063138,1
"49",49,49,12.0037034285225,11.9576188041723,-0.0460846243502197,0.715508415850979,-0.00543789683210516,0.710070519018874,1
"50",50,50,12.8831552005457,12.7555529263507,-0.127602274194948,0.728802124663218,-0.0247886725404042,0.704013452122814,1
"51",51,51,15.6300729235744,15.5060832023216,-0.123989721252783,0.842098329232772,0.00474818914948509,0.846846518382257,1
"52",52,52,15.7753733369925,15.7664026410772,-0.00897069591524524,0.833078360991309,0.0138398582463156,0.846918219237625,1
"53",53,53,12.6715222872884,12.6803159392372,0.00879365194886306,0.757372135085586,0.0113523048798077,0.768724439965394,1
"54",54,54,12.3564459820369,12.3293326350614,-0.0271133469754797,0.711050343320041,0.0313716864035486,0.742422029723589,1
"55",55,55,11.5200321836654,11.4290975305269,-0.090934653138529,0.704456631948048,-0.0165240118642256,0.687932620083823,1
"56",56,56,12.9599186230879,13.0416130441896,0.0816944211016749,0.693679963093601,-0.00704438722291954,0.686635575870681,1
"57",57,57,10.3576166000034,10.3206707141591,-0.0369458858443411,0.664193715492108,-0.00945270762257831,0.654741007869529,1
"58",58,58,13.4965688922165,13.6082021657313,0.111633273514805,0.823560167229525,0.0248054416252539,0.848365608854779,1
"59",59,59,13.1553964887987,13.2062101321653,0.0508136433665231,0.814292028222136,0.00885731245065709,0.823149340672793,1
"60",60,60,15.5209325573988,15.3888844241899,-0.132048133208946,0.853271824781455,-0.00377279181728324,0.849499032964171,1
"61",61,61,14.8010758753057,14.7407640951078,-0.0603117801979374,0.905900492310252,-0.0125390346836494,0.893361457626603,1
"62",62,62,11.6256436657728,11.6543912513193,0.0287475855465207,0.678926991862176,-0.0156917552194276,0.663235236642749,1
"63",63,63,7.78404184926061,7.72818034122081,-0.0558615080397946,0.554003728636063,0.00100725480853378,0.555010983444597,1
"64",64,64,10.5687703755988,10.6924170096899,0.123646634091095,0.641852107340136,-0.0105199792591416,0.631332128080994,1
"65",65,65,12.2749158603896,12.2748329204387,-8.29399509638705e-05,0.704709859602092,-0.0113301940726564,0.693379665529436,1
"66",66,66,14.3148357838217,14.288679959212,-0.0261558246096721,0.771736345144814,-0.000549773546237602,0.771186571598576,1
"67",67,67,12.7271918832076,12.6692586053885,-0.0579332778190882,0.697505822857549,-0.00201716580579615,0.695488657051753,1
"68",68,68,11.9465788679061,11.9091919470115,-0.0373869208946571,0.74501933000197,-0.00284948556891995,0.74216984443305,1
"69",69,69,13.351037814945,13.2177565870503,-0.133281227894716,0.74159150455155,0.0121728116828014,0.753764316234351,1
