,x_TRUE,Temperature,TempError,y_TRUE,D47error,D47,Material
1,11.13900101,11.01885733,-0.120143678,0.678980954,0.004078826,0.68305978,1
2,10.62253808,10.3176862,-0.304851875,0.679122346,-0.007927694,0.671194652,1
3,12.18085503,11.74177033,-0.439084707,0.728683064,0.007295982,0.735979046,1
4,10.71012381,10.64986212,-0.060261686,0.653405297,0.010973325,0.664378622,1
5,13.0407761,13.30897497,0.268198874,0.778937067,0.002616197,0.781553265,1
6,11.10389135,11.13180139,0.027910043,0.674241612,-0.008665436,0.665576176,1
7,10.87296984,10.85700066,-0.015969176,0.711368705,-0.001002703,0.710366001,1
8,11.42109755,11.57326333,0.152165773,0.696733328,-0.010013301,0.686720027,1
9,11.92543994,12.11525528,0.189815337,0.697019006,-0.004124289,0.692894717,1
10,11.1098629,11.02105966,-0.088803237,0.672071525,-0.007812327,0.664259198,1
11,12.47613221,12.27986337,-0.196268839,0.732099617,-0.016448775,0.715650842,1
12,12.30495338,12.43164589,0.126692517,0.737236085,-0.001404493,0.735831593,1
13,12.14597611,12.16158776,0.015611653,0.693012503,-0.002398718,0.690613785,1
14,11.58728674,11.80254412,0.21525738,0.673923233,0.002025823,0.675949056,1
15,12.47629883,12.45337147,-0.022927364,0.728336379,0.002199312,0.73053569,1
16,12.41635121,12.52078227,0.104431054,0.708535158,0.008471086,0.717006244,1
17,12.52975176,12.49617118,-0.033580584,0.740558352,0.006505623,0.747063975,1
18,11.9450933,12.10522847,0.160135166,0.718997897,0.00971718,0.728715077,1
19,11.44699682,11.26438977,-0.182607048,0.668061703,-0.012528231,0.655533471,1
20,12.42054144,12.38225619,-0.038285259,0.735935487,-0.000603629,0.735331858,1
21,12.70307995,12.57350918,-0.129570767,0.737759214,0.000991947,0.73875116,1
22,12.52721493,12.79163073,0.264415796,0.74736914,0.009408643,0.756777782,1
23,12.94141508,12.69666716,-0.244747914,0.775897932,0.014949706,0.790847638,1
24,12.301748,12.18105727,-0.120690728,0.74346887,0.005007985,0.748476855,1
25,10.80310904,10.64145322,-0.161655817,0.685410588,-0.008938456,0.676472132,1
26,12.5651608,12.48260025,-0.082560546,0.745468385,-0.003946069,0.741522316,1
27,10.67484169,10.48339009,-0.191451599,0.68289688,-0.004721352,0.678175528,1
28,13.3491158,13.35824752,0.009131723,0.750329261,0.005570486,0.755899747,1
29,12.44319019,12.57664053,0.133450334,0.74773206,0.011463289,0.759195349,1
30,11.94102332,12.04883455,0.10781123,0.74627012,0.00172143,0.74799155,1
31,12.60079318,12.70735067,0.106557488,0.727657774,-0.006704459,0.720953314,1
32,11.73781267,11.68892546,-0.04888721,0.734294484,0.007016101,0.741310585,1
33,12.9534317,12.9479907,-0.005440996,0.7532393,-0.009121846,0.744117453,1
34,11.15668024,11.14546161,-0.011218634,0.684727067,-0.004145925,0.680581142,1
35,10.73686523,10.76594595,0.029080717,0.652251631,0.012576791,0.664828423,1
36,10.86498907,10.76770038,-0.097288687,0.687306244,-0.004398845,0.682907399,1
37,11.50474873,11.33620757,-0.168541166,0.692718289,-0.003755411,0.688962878,1
38,11.14593598,11.21761711,0.071681137,0.651441463,0.009626733,0.661068196,1
39,13.26976336,13.36882039,0.099057029,0.752182869,0.014834566,0.767017435,1
40,10.33743591,10.39658979,0.059153882,0.677419843,-0.000975006,0.676444837,1
